case,model_seed,history,alpha,feature_dim,active_coefficients,validation_h8_mae,selected
multizone_office_simple_air,202608013,24,100000,323,1296,0.47815153066394106,False
multizone_office_simple_air,202608013,8,100000,115,464,0.49274119429758761,False
multizone_office_simple_air,202608013,40,100000,531,2128,0.49813385820870859,False
multizone_office_simple_air,202608013,24,10000,323,1296,0.50378689078701888,False
multizone_office_simple_air,202608013,4,100,63,256,0.50997706232074402,False
multizone_office_simple_air,202608013,8,1000,115,464,0.52039178878925396,False
multizone_office_simple_air,202608013,4,100000,63,256,0.54700930635131029,False
multizone_office_simple_air,202608013,16,1000,219,880,0.55839764135353187,False
multizone_office_simple_air,202608013,8,100,115,464,0.58303509725217695,False
multizone_office_simple_air,202608013,16,100,219,880,0.59093685804130014,False
multizone_office_simple_air,202608013,40,10000,531,2128,0.60218973327887571,False
multizone_office_simple_air,202608013,24,1000,323,1296,0.61566930962866229,False
multizone_office_simple_air,202608013,24,100,323,1296,0.65658923514957745,False
multizone_office_simple_air,202608013,16,10,219,880,0.65718744101226012,False
multizone_office_simple_air,202608013,4,10,63,256,0.65849557631554334,False
multizone_office_simple_air,202608013,24,10,323,1296,0.6589774553751504,False
multizone_office_simple_air,202608013,24,1,323,1296,0.67387754915049758,False
multizone_office_simple_air,202608013,40,1000,531,2128,0.72023089456309297,False
multizone_office_simple_air,202608013,40,100,531,2128,0.76433320105380154,False
multizone_office_simple_air,202608013,40,0.0001,531,2128,0.7690261896331384,False
multizone_office_simple_air,202608013,40,0.001,531,2128,0.76902625999531171,False
multizone_office_simple_air,202608013,40,0.01,531,2128,0.76902698059615437,False
multizone_office_simple_air,202608013,40,0.10000000000000001,531,2128,0.7690341162421982,False
multizone_office_simple_air,202608013,40,1,531,2128,0.76909885563070812,False
multizone_office_simple_air,202608013,40,10,531,2128,0.76933209143063364,False
multizone_office_simple_air,202608013,8,10,115,464,0.90284213259413859,False
multizone_office_simple_air,202608013,4,1,63,256,0.90397762199165277,False
multizone_office_simple_air,202608013,16,1,219,880,0.92238172997938417,False
multizone_office_simple_air,202608013,24,0.10000000000000001,323,1296,0.99558222417194808,False
multizone_office_simple_air,202608013,4,0.10000000000000001,63,256,1.0981648694857404,False
multizone_office_simple_air,202608013,8,1,115,464,1.2518038353164611,False
multizone_office_simple_air,202608013,16,0.10000000000000001,219,880,1.527597954719057,False
multizone_office_simple_air,202608013,8,0.10000000000000001,115,464,1.5572849065516741,False
multizone_office_simple_air,202608013,4,0.01,63,256,1.7283717981245501,False
multizone_office_simple_air,202608013,8,0.01,115,464,2.2913000414913478,False
multizone_office_simple_air,202608013,4,0.001,63,256,2.3638155727771872,False
multizone_office_simple_air,202608013,16,0.01,219,880,2.6674732636342311,False
multizone_office_simple_air,202608013,4,0.0001,63,256,3.1421759835854397,False
multizone_office_simple_air,202608013,24,0.01,323,1296,3.3905502568981247,False
multizone_office_simple_air,202608013,16,0.001,219,880,4.4665060760073363,False
multizone_office_simple_air,202608013,8,0.001,115,464,5.3811485831352268,False
multizone_office_simple_air,202608013,24,0.001,323,1296,7.1367265350000864,False
multizone_office_simple_air,202608013,16,0.0001,219,880,10.15721063396777,False
multizone_office_simple_air,202608013,24,0.0001,323,1296,11.88179569337518,False
multizone_office_simple_air,202608013,8,0.0001,115,464,16.497619485846975,False
multizone_office_simple_air,202608014,8,10000,115,464,0.43727203519027141,True
multizone_office_simple_air,202608014,16,10000,219,880,0.4588926527393391,False
multizone_office_simple_air,202608014,4,10000,63,256,0.46908044615545919,False
multizone_office_simple_air,202608014,4,1000,63,256,0.47699692855562459,False
multizone_office_simple_air,202608014,24,100000,323,1296,0.48067077686478593,False
multizone_office_simple_air,202608014,24,10000,323,1296,0.48147352360337764,False
multizone_office_simple_air,202608014,16,100000,219,880,0.48175860368881895,False
multizone_office_simple_air,202608014,40,100000,531,2128,0.49555070139081658,False
multizone_office_simple_air,202608014,8,100000,115,464,0.49827599425692337,False
multizone_office_simple_air,202608014,8,1000,115,464,0.50663825275927599,False
multizone_office_simple_air,202608014,4,100,63,256,0.50690842889952659,False
multizone_office_simple_air,202608014,16,1000,219,880,0.5299246756110696,False
multizone_office_simple_air,202608014,4,100000,63,256,0.54766622518889618,False
multizone_office_simple_air,202608014,16,100,219,880,0.56100830676618396,False
multizone_office_simple_air,202608014,24,1000,323,1296,0.5652272798753224,False
multizone_office_simple_air,202608014,8,100,115,464,0.57267579632812105,False
multizone_office_simple_air,202608014,40,10000,531,2128,0.57568415716190602,False
multizone_office_simple_air,202608014,24,100,323,1296,0.59987609080267168,False
multizone_office_simple_air,202608014,24,10,323,1296,0.60800537653325226,False
multizone_office_simple_air,202608014,4,10,63,256,0.61750626436657652,False
multizone_office_simple_air,202608014,24,1,323,1296,0.63920561804422626,False
multizone_office_simple_air,202608014,16,10,219,880,0.67132151556900233,False
multizone_office_simple_air,202608014,40,1000,531,2128,0.67337785507306691,False
multizone_office_simple_air,202608014,40,100,531,2128,0.71259801216320573,False
multizone_office_simple_air,202608014,40,0.0001,531,2128,0.71898402995071753,False
multizone_office_simple_air,202608014,40,0.001,531,2128,0.71898407602218217,False
multizone_office_simple_air,202608014,40,0.01,531,2128,0.71898459651556434,False
multizone_office_simple_air,202608014,40,0.10000000000000001,531,2128,0.71898973131905586,False
multizone_office_simple_air,202608014,40,1,531,2128,0.71903422067782352,False
multizone_office_simple_air,202608014,40,10,531,2128,0.71906695946353683,False
multizone_office_simple_air,202608014,4,1,63,256,0.80751418107653872,False
multizone_office_simple_air,202608014,8,10,115,464,0.87713313874523213,False
multizone_office_simple_air,202608014,4,0.10000000000000001,63,256,0.95497188915973563,False
multizone_office_simple_air,202608014,24,0.10000000000000001,323,1296,1.0092014542865577,False
multizone_office_simple_air,202608014,16,1,219,880,1.0378551798632212,False
multizone_office_simple_air,202608014,8,1,115,464,1.2128491475561569,False
multizone_office_simple_air,202608014,8,0.10000000000000001,115,464,1.4255969760024758,False
multizone_office_simple_air,202608014,4,0.01,63,256,1.4328692267911742,False
multizone_office_simple_air,202608014,4,0.001,63,256,1.9447242642712521,False
multizone_office_simple_air,202608014,8,0.01,115,464,2.0683050078120351,False
multizone_office_simple_air,202608014,16,0.10000000000000001,219,880,2.1381120875744757,False
multizone_office_simple_air,202608014,4,0.0001,63,256,2.8226110572761214,False
multizone_office_simple_air,202608014,24,0.01,323,1296,3.5113916725452148,False
multizone_office_simple_air,202608014,16,0.01,219,880,4.1684209738679368,False
multizone_office_simple_air,202608014,8,0.001,115,464,6.0122460288400408,False
multizone_office_simple_air,202608014,16,0.001,219,880,6.2627436433132653,False
multizone_office_simple_air,202608014,24,0.001,323,1296,8.0007858997434518,False
multizone_office_simple_air,202608014,16,0.0001,219,880,11.513250500607693,False
multizone_office_simple_air,202608014,24,0.0001,323,1296,12.228046479270386,False
multizone_office_simple_air,202608014,8,0.0001,115,464,20.509534786859206,False
multizone_office_simple_air,202608015,8,10000,115,464,0.43595806212959315,True
multizone_office_simple_air,202608015,4,10000,63,256,0.46033596394725979,False
multizone_office_simple_air,202608015,16,10000,219,880,0.46073644078022946,False
multizone_office_simple_air,202608015,4,1000,63,256,0.46856656065708596,False
multizone_office_simple_air,202608015,16,100000,219,880,0.47948462077685267,False
multizone_office_simple_air,202608015,24,100000,323,1296,0.48074044345628958,False
multizone_office_simple_air,202608015,24,10000,323,1296,0.48266518720762502,False
multizone_office_simple_air,202608015,40,100000,531,2128,0.49491068708867997,False
multizone_office_simple_air,202608015,8,100000,115,464,0.49604471508773534,False
multizone_office_simple_air,202608015,4,100,63,256,0.5027311567123196,False
multizone_office_simple_air,202608015,8,1000,115,464,0.51121570870219102,False
multizone_office_simple_air,202608015,16,1000,219,880,0.53591583387365294,False
multizone_office_simple_air,202608015,4,100000,63,256,0.54522777094231822,False
multizone_office_simple_air,202608015,24,1000,323,1296,0.56704893947332402,False
multizone_office_simple_air,202608015,8,100,115,464,0.5704032307039133,False
multizone_office_simple_air,202608015,16,100,219,880,0.57101688175984577,False
multizone_office_simple_air,202608015,40,10000,531,2128,0.58955599764478939,False
multizone_office_simple_air,202608015,4,10,63,256,0.60238412394335117,False
multizone_office_simple_air,202608015,24,100,323,1296,0.60325034612844797,False
multizone_office_simple_air,202608015,24,10,323,1296,0.60776290526441412,False
multizone_office_simple_air,202608015,24,1,323,1296,0.64004749169087571,False
multizone_office_simple_air,202608015,16,10,219,880,0.64326852108034327,False
multizone_office_simple_air,202608015,40,1000,531,2128,0.69381324444264603,False
multizone_office_simple_air,202608015,40,100,531,2128,0.73607859174536583,False
multizone_office_simple_air,202608015,40,10,531,2128,0.74323373815156779,False
multizone_office_simple_air,202608015,40,1,531,2128,0.74382971660292418,False
multizone_office_simple_air,202608015,40,0.10000000000000001,531,2128,0.74389818305886779,False
multizone_office_simple_air,202608015,40,0.01,531,2128,0.74390502459852181,False
multizone_office_simple_air,202608015,40,0.001,531,2128,0.74390570945059231,False
multizone_office_simple_air,202608015,40,0.0001,531,2128,0.74390578413221931,False
multizone_office_simple_air,202608015,4,1,63,256,0.77501798045233117,False
multizone_office_simple_air,202608015,8,10,115,464,0.8132594960414018,False
multizone_office_simple_air,202608015,4,0.10000000000000001,63,256,0.91545836846572404,False
multizone_office_simple_air,202608015,16,1,219,880,0.91644888924961454,False
multizone_office_simple_air,202608015,24,0.10000000000000001,323,1296,0.99462028714086759,False
multizone_office_simple_air,202608015,8,1,115,464,1.067329578591828,False
multizone_office_simple_air,202608015,8,0.10000000000000001,115,464,1.2367097015434321,False
multizone_office_simple_air,202608015,4,0.01,63,256,1.3776529347786075,False
multizone_office_simple_air,202608015,16,0.10000000000000001,219,880,1.8428028557568674,False
multizone_office_simple_air,202608015,4,0.001,63,256,1.8557745667702679,False
multizone_office_simple_air,202608015,8,0.01,115,464,1.8892087149276484,False
multizone_office_simple_air,202608015,4,0.0001,63,256,2.5385696992829514,False
multizone_office_simple_air,202608015,24,0.01,323,1296,3.3388254510444519,False
multizone_office_simple_air,202608015,16,0.01,219,880,3.7314229720952889,False
multizone_office_simple_air,202608015,8,0.001,115,464,5.3819948625341789,False
multizone_office_simple_air,202608015,24,0.001,323,1296,6.7206176561438111,False
multizone_office_simple_air,202608015,16,0.001,219,880,7.0975479430001709,False
multizone_office_simple_air,202608015,24,0.0001,323,1296,8.2067051680487104,False
multizone_office_simple_air,202608015,16,0.0001,219,880,16.436572490699422,False
multizone_office_simple_air,202608015,8,0.0001,115,464,18.131115936628223,False
twozone_apartment_hydronic,202608011,4,0.10000000000000001,63,256,0.45237603528609027,True
twozone_apartment_hydronic,202608011,4,10,63,256,0.45245067669928096,False
twozone_apartment_hydronic,202608011,4,10000,63,256,0.4526022434706431,False
twozone_apartment_hydronic,202608011,8,100000,115,464,0.45590896768142058,False
twozone_apartment_hydronic,202608011,4,1,63,256,0.4589916511445763,False
twozone_apartment_hydronic,202608011,8,10,115,464,0.45983998004150373,False
twozone_apartment_hydronic,202608011,8,100,115,464,0.46003276176717528,False
twozone_apartment_hydronic,202608011,8,10000,115,464,0.46231287647055641,False
twozone_apartment_hydronic,202608011,8,1,115,464,0.46279638044120697,False
twozone_apartment_hydronic,202608011,8,1000,115,464,0.46301742906576748,False
twozone_apartment_hydronic,202608011,4,100,63,256,0.46410419889210724,False
twozone_apartment_hydronic,202608011,4,100000,63,256,0.46447046167413386,False
twozone_apartment_hydronic,202608011,4,1000,63,256,0.46500674305598722,False
twozone_apartment_hydronic,202608011,16,100000,219,880,0.47566537759263783,False
twozone_apartment_hydronic,202608011,16,100,219,880,0.47807899116991648,False
twozone_apartment_hydronic,202608011,16,1000,219,880,0.4827674907767136,False
twozone_apartment_hydronic,202608011,40,100000,531,2128,0.48669815637390135,False
twozone_apartment_hydronic,202608011,24,100000,323,1296,0.4903501602028526,False
twozone_apartment_hydronic,202608011,40,10000,531,2128,0.49103689518528304,False
twozone_apartment_hydronic,202608011,16,10000,219,880,0.49359829899932545,False
twozone_apartment_hydronic,202608011,16,10,219,880,0.49623935588069401,False
twozone_apartment_hydronic,202608011,24,100,323,1296,0.50804908242427793,False
twozone_apartment_hydronic,202608011,24,10000,323,1296,0.50814526689292705,False
twozone_apartment_hydronic,202608011,24,10,323,1296,0.50865008113958698,False
twozone_apartment_hydronic,202608011,24,1,323,1296,0.51183438279526494,False
twozone_apartment_hydronic,202608011,24,1000,323,1296,0.51232965824358556,False
twozone_apartment_hydronic,202608011,40,1000,531,2128,0.52029740227077315,False
twozone_apartment_hydronic,202608011,40,100,531,2128,0.53327402748775588,False
twozone_apartment_hydronic,202608011,16,1,219,880,0.5361144573634028,False
twozone_apartment_hydronic,202608011,24,0.10000000000000001,323,1296,0.54076910323916139,False
twozone_apartment_hydronic,202608011,40,10,531,2128,0.54324101059771301,False
twozone_apartment_hydronic,202608011,40,1,531,2128,0.54659981586865825,False
twozone_apartment_hydronic,202608011,40,0.10000000000000001,531,2128,0.54725415548642842,False
twozone_apartment_hydronic,202608011,40,0.01,531,2128,0.54732754235332248,False
twozone_apartment_hydronic,202608011,40,0.001,531,2128,0.5473358249512088,False
twozone_apartment_hydronic,202608011,40,0.0001,531,2128,0.54733670523959077,False
twozone_apartment_hydronic,202608011,16,0.10000000000000001,219,880,0.57507508705694277,False
twozone_apartment_hydronic,202608011,4,0.01,63,256,0.57977624742232936,False
twozone_apartment_hydronic,202608011,8,0.10000000000000001,115,464,0.61946322040012558,False
twozone_apartment_hydronic,202608011,4,0.0001,63,256,0.71604054978628318,False
twozone_apartment_hydronic,202608011,4,0.001,63,256,0.73860338892264932,False
twozone_apartment_hydronic,202608011,16,0.01,219,880,0.84464562629187756,False
twozone_apartment_hydronic,202608011,8,0.01,115,464,1.101594056555673,False
twozone_apartment_hydronic,202608011,8,0.001,115,464,1.1024074644529309,False
twozone_apartment_hydronic,202608011,24,0.01,323,1296,1.132356492706746,False
twozone_apartment_hydronic,202608011,24,0.001,323,1296,2.1241400365700693,False
twozone_apartment_hydronic,202608011,24,0.0001,323,1296,2.2018150622854389,False
twozone_apartment_hydronic,202608011,16,0.001,219,880,2.9348521462220565,False
twozone_apartment_hydronic,202608011,8,0.0001,115,464,2.9809976391905466,False
twozone_apartment_hydronic,202608011,16,0.0001,219,880,8.8718133083342803,False
twozone_apartment_hydronic,202608012,8,100000,115,464,0.45207313648156394,True
twozone_apartment_hydronic,202608012,4,10000,63,256,0.45293440533443319,False
twozone_apartment_hydronic,202608012,4,10,63,256,0.45589741677283069,False
twozone_apartment_hydronic,202608012,8,100,115,464,0.45772886018364101,False
twozone_apartment_hydronic,202608012,8,10000,115,464,0.4580097480786896,False
twozone_apartment_hydronic,202608012,4,100000,63,256,0.45946500292172143,False
twozone_apartment_hydronic,202608012,8,1000,115,464,0.46056419324763942,False
twozone_apartment_hydronic,202608012,4,1,63,256,0.46162763434872989,False
twozone_apartment_hydronic,202608012,4,1000,63,256,0.46369254251123648,False
twozone_apartment_hydronic,202608012,4,100,63,256,0.46504890515426844,False
twozone_apartment_hydronic,202608012,4,0.10000000000000001,63,256,0.46661066368952619,False
twozone_apartment_hydronic,202608012,16,100000,219,880,0.47375803556861784,False
twozone_apartment_hydronic,202608012,16,100,219,880,0.47442832374441285,False
twozone_apartment_hydronic,202608012,16,1000,219,880,0.47780886018231455,False
twozone_apartment_hydronic,202608012,40,10000,531,2128,0.48118474699836994,False
twozone_apartment_hydronic,202608012,16,10,219,880,0.48281840688599925,False
twozone_apartment_hydronic,202608012,40,100000,531,2128,0.48373396030357796,False
twozone_apartment_hydronic,202608012,16,10000,219,880,0.48641260534290831,False
twozone_apartment_hydronic,202608012,8,10,115,464,0.48797195775469293,False
twozone_apartment_hydronic,202608012,24,100000,323,1296,0.48825486812698859,False
twozone_apartment_hydronic,202608012,16,1,219,880,0.49070226260859162,False
twozone_apartment_hydronic,202608012,24,100,323,1296,0.49597423013955877,False
twozone_apartment_hydronic,202608012,24,10000,323,1296,0.49743341724778201,False
twozone_apartment_hydronic,202608012,24,10,323,1296,0.49845436682270039,False
twozone_apartment_hydronic,202608012,24,1000,323,1296,0.50087903926394639,False
twozone_apartment_hydronic,202608012,24,1,323,1296,0.50369895270873233,False
twozone_apartment_hydronic,202608012,24,0.10000000000000001,323,1296,0.5097237565569458,False
twozone_apartment_hydronic,202608012,40,1000,531,2128,0.5123559465987827,False
twozone_apartment_hydronic,202608012,40,100,531,2128,0.52714931864851389,False
twozone_apartment_hydronic,202608012,4,0.01,63,256,0.53349420084843102,False
twozone_apartment_hydronic,202608012,40,10,531,2128,0.5377264895892907,False
twozone_apartment_hydronic,202608012,40,1,531,2128,0.54078751039596873,False
twozone_apartment_hydronic,202608012,40,0.10000000000000001,531,2128,0.54135305122094335,False
twozone_apartment_hydronic,202608012,40,0.01,531,2128,0.54141576271447622,False
twozone_apartment_hydronic,202608012,40,0.001,531,2128,0.54142208425339677,False
twozone_apartment_hydronic,202608012,40,0.0001,531,2128,0.5414226602269363,False
twozone_apartment_hydronic,202608012,8,1,115,464,0.56239375174473072,False
twozone_apartment_hydronic,202608012,16,0.10000000000000001,219,880,0.57897414236432188,False
twozone_apartment_hydronic,202608012,8,0.001,115,464,0.60872787062686073,False
twozone_apartment_hydronic,202608012,4,0.001,63,256,0.63054529466505582,False
twozone_apartment_hydronic,202608012,8,0.10000000000000001,115,464,0.63505040645210165,False
twozone_apartment_hydronic,202608012,24,0.01,323,1296,0.73670183552236757,False
twozone_apartment_hydronic,202608012,4,0.0001,63,256,0.75324453151695347,False
twozone_apartment_hydronic,202608012,8,0.01,115,464,0.78997143816021897,False
twozone_apartment_hydronic,202608012,16,0.01,219,880,0.84242308247989173,False
twozone_apartment_hydronic,202608012,8,0.0001,115,464,1.145867537077625,False
twozone_apartment_hydronic,202608012,24,0.001,323,1296,1.7124849401030802,False
twozone_apartment_hydronic,202608012,24,0.0001,323,1296,7.3393117127378558,False
twozone_apartment_hydronic,202608012,16,0.001,219,880,7.6212603854076209,False
twozone_apartment_hydronic,202608012,16,0.0001,219,880,25.740004270586873,False
twozone_apartment_hydronic,202608013,4,0.10000000000000001,63,256,0.44171422909810881,True
twozone_apartment_hydronic,202608013,4,10,63,256,0.44683980841044973,False
twozone_apartment_hydronic,202608013,4,1,63,256,0.44730474039137935,False
twozone_apartment_hydronic,202608013,8,100000,115,464,0.45138952210617395,False
twozone_apartment_hydronic,202608013,4,10000,63,256,0.4538178787230624,False
twozone_apartment_hydronic,202608013,8,100,115,464,0.45441262271102356,False
twozone_apartment_hydronic,202608013,8,10000,115,464,0.45711508754231156,False
twozone_apartment_hydronic,202608013,8,1000,115,464,0.45797349518371194,False
twozone_apartment_hydronic,202608013,4,100,63,256,0.46094616109513992,False
twozone_apartment_hydronic,202608013,4,100000,63,256,0.46153977887874065,False
twozone_apartment_hydronic,202608013,4,1000,63,256,0.46404832583666983,False
twozone_apartment_hydronic,202608013,16,100,219,880,0.47162594873066677,False
twozone_apartment_hydronic,202608013,16,100000,219,880,0.47223746005623762,False
twozone_apartment_hydronic,202608013,16,1000,219,880,0.47732472505276274,False
twozone_apartment_hydronic,202608013,16,10,219,880,0.48200886991029612,False
twozone_apartment_hydronic,202608013,40,100000,531,2128,0.48334014802259162,False
twozone_apartment_hydronic,202608013,24,100000,323,1296,0.48707823127375799,False
twozone_apartment_hydronic,202608013,16,10000,219,880,0.48818547332553786,False
twozone_apartment_hydronic,202608013,40,10000,531,2128,0.48849391168531431,False
twozone_apartment_hydronic,202608013,16,1,219,880,0.49302973187962351,False
twozone_apartment_hydronic,202608013,24,10,323,1296,0.49690308924275606,False
twozone_apartment_hydronic,202608013,24,100,323,1296,0.49707209240883277,False
twozone_apartment_hydronic,202608013,24,1,323,1296,0.50179658529743121,False
twozone_apartment_hydronic,202608013,24,10000,323,1296,0.50256007310939632,False
twozone_apartment_hydronic,202608013,24,0.10000000000000001,323,1296,0.50401486929324624,False
twozone_apartment_hydronic,202608013,24,1000,323,1296,0.50428959445205379,False
twozone_apartment_hydronic,202608013,8,10,115,464,0.51424190314834795,False
twozone_apartment_hydronic,202608013,40,1000,531,2128,0.51669815058258939,False
twozone_apartment_hydronic,202608013,40,100,531,2128,0.53145148715232526,False
twozone_apartment_hydronic,202608013,40,10,531,2128,0.54061804545683667,False
twozone_apartment_hydronic,202608013,40,1,531,2128,0.54380339185586546,False
twozone_apartment_hydronic,202608013,40,0.10000000000000001,531,2128,0.54452639132518732,False
twozone_apartment_hydronic,202608013,40,0.01,531,2128,0.54460904213799699,False
twozone_apartment_hydronic,202608013,40,0.001,531,2128,0.54461739491052252,False
twozone_apartment_hydronic,202608013,40,0.0001,531,2128,0.5446182203407286,False
twozone_apartment_hydronic,202608013,8,1,115,464,0.58323578736388448,False
twozone_apartment_hydronic,202608013,8,0.10000000000000001,115,464,0.62641237968387009,False
twozone_apartment_hydronic,202608013,4,0.01,63,256,0.64668813132993996,False
twozone_apartment_hydronic,202608013,16,0.10000000000000001,219,880,0.77800933030112884,False
twozone_apartment_hydronic,202608013,4,0.0001,63,256,0.8050179036732148,False
twozone_apartment_hydronic,202608013,8,0.0001,115,464,0.83217426098889236,False
twozone_apartment_hydronic,202608013,4,0.001,63,256,0.85714494937601293,False
twozone_apartment_hydronic,202608013,24,0.01,323,1296,0.8633408295082079,False
twozone_apartment_hydronic,202608013,8,0.01,115,464,0.94510560445365643,False
twozone_apartment_hydronic,202608013,8,0.001,115,464,1.0383785662120573,False
twozone_apartment_hydronic,202608013,16,0.01,219,880,1.1486620806653325,False
twozone_apartment_hydronic,202608013,24,0.001,323,1296,1.7681344867313353,False
twozone_apartment_hydronic,202608013,16,0.001,219,880,4.3227657774566755,False
twozone_apartment_hydronic,202608013,24,0.0001,323,1296,4.4120562093578028,False
twozone_apartment_hydronic,202608013,16,0.0001,219,880,13.901547266835124,False
twozone_apartment_hydronic,202608014,4,10,63,256,0.44650501506635421,True
twozone_apartment_hydronic,202608014,8,100000,115,464,0.45026786001472618,False
twozone_apartment_hydronic,202608014,4,10000,63,256,0.4549885898081002,False
twozone_apartment_hydronic,202608014,8,10000,115,464,0.45663354219095531,False
twozone_apartment_hydronic,202608014,8,1000,115,464,0.45744800909251193,False
twozone_apartment_hydronic,202608014,4,1,63,256,0.45768863555329925,False
twozone_apartment_hydronic,202608014,4,100000,63,256,0.45781788903857673,False
twozone_apartment_hydronic,202608014,4,100,63,256,0.45872545120013264,False
twozone_apartment_hydronic,202608014,8,100,115,464,0.46227621111079176,False
twozone_apartment_hydronic,202608014,4,1000,63,256,0.46327187967277422,False
twozone_apartment_hydronic,202608014,16,100000,219,880,0.47187798959969529,False
twozone_apartment_hydronic,202608014,4,0.10000000000000001,63,256,0.47389165773416086,False
twozone_apartment_hydronic,202608014,16,1000,219,880,0.47807682651207417,False
twozone_apartment_hydronic,202608014,16,100,219,880,0.47874348798316069,False
twozone_apartment_hydronic,202608014,40,100000,531,2128,0.48137517348671804,False
twozone_apartment_hydronic,202608014,40,10000,531,2128,0.48437049253389752,False
twozone_apartment_hydronic,202608014,16,1,219,880,0.48508042168207233,False
twozone_apartment_hydronic,202608014,16,10000,219,880,0.48598739682988479,False
twozone_apartment_hydronic,202608014,24,100000,323,1296,0.48619388649285078,False
twozone_apartment_hydronic,202608014,16,10,219,880,0.49769463751328075,False
twozone_apartment_hydronic,202608014,24,10000,323,1296,0.49924811127466268,False
twozone_apartment_hydronic,202608014,24,100,323,1296,0.50144518888030709,False
twozone_apartment_hydronic,202608014,24,10,323,1296,0.50374642164161887,False
twozone_apartment_hydronic,202608014,24,1000,323,1296,0.50554968347365214,False
twozone_apartment_hydronic,202608014,8,10,115,464,0.50722109030948803,False
twozone_apartment_hydronic,202608014,24,1,323,1296,0.51116102026118404,False
twozone_apartment_hydronic,202608014,40,1000,531,2128,0.51314952818096071,False
twozone_apartment_hydronic,202608014,40,100,531,2128,0.52659763565739026,False
twozone_apartment_hydronic,202608014,40,10,531,2128,0.53605970621601529,False
twozone_apartment_hydronic,202608014,40,1,531,2128,0.53953993735174999,False
twozone_apartment_hydronic,202608014,40,0.10000000000000001,531,2128,0.54024540285016254,False
twozone_apartment_hydronic,202608014,40,0.01,531,2128,0.54032374106148284,False
twozone_apartment_hydronic,202608014,40,0.001,531,2128,0.54033165750595313,False
twozone_apartment_hydronic,202608014,40,0.0001,531,2128,0.54033250206769257,False
twozone_apartment_hydronic,202608014,8,1,115,464,0.55532018307362019,False
twozone_apartment_hydronic,202608014,24,0.10000000000000001,323,1296,0.58707622135586601,False
twozone_apartment_hydronic,202608014,8,0.10000000000000001,115,464,0.67448374958193258,False
twozone_apartment_hydronic,202608014,4,0.01,63,256,0.72447623294861596,False
twozone_apartment_hydronic,202608014,8,0.0001,115,464,0.788319976719972,False
twozone_apartment_hydronic,202608014,4,0.0001,63,256,0.78918885934237415,False
twozone_apartment_hydronic,202608014,8,0.001,115,464,0.85463322241371631,False
twozone_apartment_hydronic,202608014,8,0.01,115,464,0.9466337329568173,False
twozone_apartment_hydronic,202608014,4,0.001,63,256,0.95430682637872855,False
twozone_apartment_hydronic,202608014,16,0.01,219,880,0.97567837799265489,False
twozone_apartment_hydronic,202608014,16,0.10000000000000001,219,880,0.98576934027133967,False
twozone_apartment_hydronic,202608014,24,0.01,323,1296,1.2341425883043384,False
twozone_apartment_hydronic,202608014,24,0.0001,323,1296,2.1341515694024191,False
twozone_apartment_hydronic,202608014,24,0.001,323,1296,2.2580832526001249,False
twozone_apartment_hydronic,202608014,16,0.001,219,880,10.090129421404876,False
twozone_apartment_hydronic,202608014,16,0.0001,219,880,37.299235694538552,False
twozone_apartment_hydronic,202608015,4,1,63,256,0.44958245457011825,True
twozone_apartment_hydronic,202608015,4,0.10000000000000001,63,256,0.450053967838277,False
twozone_apartment_hydronic,202608015,8,100000,115,464,0.45378498839224929,False
twozone_apartment_hydronic,202608015,4,10000,63,256,0.46059153996973989,False
twozone_apartment_hydronic,202608015,8,10000,115,464,0.46059365855951351,False
twozone_apartment_hydronic,202608015,4,10,63,256,0.46064836404648785,False
twozone_apartment_hydronic,202608015,4,100000,63,256,0.46516774100093328,False
twozone_apartment_hydronic,202608015,8,1000,115,464,0.46561476225546955,False
twozone_apartment_hydronic,202608015,16,100000,219,880,0.47114638794548575,False
twozone_apartment_hydronic,202608015,4,1000,63,256,0.47491327147869483,False
twozone_apartment_hydronic,202608015,4,100,63,256,0.47585862982878024,False
twozone_apartment_hydronic,202608015,8,100,115,464,0.4761604485419646,False
twozone_apartment_hydronic,202608015,16,1000,219,880,0.47918070081387931,False
twozone_apartment_hydronic,202608015,40,100000,531,2128,0.48492942720990245,False
twozone_apartment_hydronic,202608015,16,10000,219,880,0.48635477351413298,False
twozone_apartment_hydronic,202608015,24,100000,323,1296,0.48671478961988468,False
twozone_apartment_hydronic,202608015,16,100,219,880,0.48740510191538078,False
twozone_apartment_hydronic,202608015,40,10000,531,2128,0.48741768665003465,False
twozone_apartment_hydronic,202608015,16,1,219,880,0.49755225627595506,False
twozone_apartment_hydronic,202608015,24,10000,323,1296,0.5005162539821516,False
twozone_apartment_hydronic,202608015,24,100,323,1296,0.50446926311675844,False
twozone_apartment_hydronic,202608015,24,1000,323,1296,0.5059767068130594,False
twozone_apartment_hydronic,202608015,24,10,323,1296,0.51157917816076581,False
twozone_apartment_hydronic,202608015,40,1000,531,2128,0.51847080151711755,False
twozone_apartment_hydronic,202608015,16,10,219,880,0.52189398300820633,False
twozone_apartment_hydronic,202608015,24,1,323,1296,0.53229494108474318,False
twozone_apartment_hydronic,202608015,40,100,531,2128,0.53556281084499791,False
twozone_apartment_hydronic,202608015,4,0.01,63,256,0.53911756958399282,False
twozone_apartment_hydronic,202608015,40,10,531,2128,0.54878991083586526,False
twozone_apartment_hydronic,202608015,40,1,531,2128,0.55226315607470999,False
