policy,deterministic_wm_mae,strengthened_arx_mae,effect,ci95_lower,ci95_upper,ci90_lower,ci90_upper
old_2h,0.29373143126272655,0.45075479104572791,0.34835649648607225,0.2277030542661207,0.44325565864374084,0.25108426502667996,0.43071862401525879
new_4h,0.30763693851327195,0.46669855749855521,0.34082303540390879,0.22815875133365862,0.43237885252519004,0.24863615679433954,0.41803338360655123
