case,condition,candidate,reference,endpoint,windows,median_paired_difference,mean_paired_difference,ci95_low,ci95_high,improved_windows,tied_windows
bestest_hydronic_heat_pump,zone_bias_positive,rc_supervisory_selector,constant_zero,tdis_tot,12,6.8023796656123992,4.511534913808898,-3.9062562939840006e-07,7.1477882170686549,3,1
bestest_hydronic_heat_pump,zone_bias_positive,rc_supervisory_selector,constant_zero,control_cost_proxy,12,-1.6094838890860261,-1.7253991675973579,-3.2926730853345041,0,8,4
bestest_hydronic_heat_pump,zone_bias_positive,rc_supervisory_selector,constant_zero,control_discomfort_kh,12,6.9163205131919767,4.5856431475640287,-4.1444328502393546e-07,7.3177595307457963,3,1
bestest_hydronic_heat_pump,zone_bias_positive,rc_supervisory_selector,constant_zero,control_energy_kwh,12,-5.6181527236032913,-6.2724519302177297,-12.382543756942523,0,8,4
bestest_hydronic_heat_pump,zone_bias_positive,tuned_rule_based,constant_zero,operational_score,12,-0.040312524392318166,-0.033491089902349648,-0.060702296063777555,1.6797798822656769e-08,8,0
bestest_hydronic_heat_pump,zone_bias_positive,tuned_rule_based,constant_zero,cost_tot,12,-0.0094899939697688229,-0.0076755868249842908,-0.013160027417652959,0,8,2
bestest_hydronic_heat_pump,zone_bias_positive,tuned_rule_based,constant_zero,tdis_tot,12,3.0107395574836704,2.2515906764111411,0.070250722786393771,3.7144660990374025,0,1
bestest_hydronic_heat_pump,zone_bias_positive,tuned_rule_based,constant_zero,control_cost_proxy,12,-1.7913845976113514,-1.4957475253162336,-2.546849487069005,0,8,2
bestest_hydronic_heat_pump,zone_bias_positive,tuned_rule_based,constant_zero,control_discomfort_kh,12,3.07660390387273,2.324905399643987,0.069829937000086773,3.8622774367844528,0,1
bestest_hydronic_heat_pump,zone_bias_positive,tuned_rule_based,constant_zero,control_energy_kwh,12,-6.2566202104826196,-5.5274980864985892,-9.8161450605045388,0,8,2
bestest_hydronic_heat_pump,zone_bias_positive,direct_h8_rssm,legacy_rssm,operational_score,12,-1.9567435898523487e-08,-0.014943442061517181,-0.015283130002931647,0.001079922259539008,6,2
bestest_hydronic_heat_pump,zone_bias_positive,direct_h8_rssm,legacy_rssm,cost_tot,12,0,-0.00060999452107079978,-0.0005244537435378574,0.0018394005795259833,3,4
bestest_hydronic_heat_pump,zone_bias_positive,direct_h8_rssm,legacy_rssm,tdis_tot,12,-2.449670123503457,-2.8480864099511951,-4.5485906096857036,0,8,3
bestest_hydronic_heat_pump,zone_bias_positive,direct_h8_rssm,legacy_rssm,control_cost_proxy,12,0,-0.16015222296074955,-0.20174853928664316,0.2931546481019236,4,5
bestest_hydronic_heat_pump,zone_bias_positive,direct_h8_rssm,legacy_rssm,control_discomfort_kh,12,-2.4927127848227997,-2.8704411249325994,-4.5810083851135843,0,8,3
bestest_hydronic_heat_pump,zone_bias_positive,direct_h8_rssm,legacy_rssm,control_energy_kwh,12,0,-0.6077958151942523,-0.88724611683560894,0.86794243866441434,4,5
bestest_hydronic_heat_pump,zone_bias_positive,deterministic_wm,direct_h8_rssm,operational_score,12,0,-0.002248793057008256,-0.0010799130121525156,2.0537067245528364e-08,4,4
bestest_hydronic_heat_pump,zone_bias_positive,deterministic_wm,direct_h8_rssm,cost_tot,12,0,-0.00022534389750475435,0,0,2,8
bestest_hydronic_heat_pump,zone_bias_positive,deterministic_wm,direct_h8_rssm,tdis_tot,12,0,-0.2036308229145658,0,1.0465136964232791e-05,2,5
bestest_hydronic_heat_pump,zone_bias_positive,deterministic_wm,direct_h8_rssm,control_cost_proxy,12,0,-0.035914354451672625,0,0,1,9
bestest_hydronic_heat_pump,zone_bias_positive,deterministic_wm,direct_h8_rssm,control_discomfort_kh,12,0,-0.20378475339414828,0,1.0060275322132384e-05,2,5
bestest_hydronic_heat_pump,zone_bias_positive,deterministic_wm,direct_h8_rssm,control_energy_kwh,12,0,-0.22313121625903479,0,0,1,9
bestest_hydronic_heat_pump,zone_bias_positive,rc_supervisory_selector,deterministic_wm,operational_score,12,0.0053288077888545265,0.018518113063959504,-1.1184484473226895e-07,0.048249180232079955,4,1
bestest_hydronic_heat_pump,zone_bias_positive,rc_supervisory_selector,deterministic_wm,cost_tot,12,0,0.0018594500865124033,-7.0641676396400455e-05,0.0053725741957117504,3,4
bestest_hydronic_heat_pump,zone_bias_positive,rc_supervisory_selector,deterministic_wm,tdis_tot,12,3.4034254170472367,2.8401886491998742,-7.7234023715400113e-07,6.2404276642716816,3,1
bestest_hydronic_heat_pump,zone_bias_positive,rc_supervisory_selector,deterministic_wm,control_cost_proxy,12,0.071806400399275105,0.37804509298147804,0,1.0533325514853136,2,4
bestest_hydronic_heat_pump,zone_bias_positive,rc_supervisory_selector,deterministic_wm,control_discomfort_kh,12,3.4354847469194425,2.8321662231844429,-7.8386597834878557e-07,6.2424823748508516,3,1
bestest_hydronic_heat_pump,zone_bias_positive,rc_supervisory_selector,deterministic_wm,control_energy_kwh,12,0.12680075952877345,1.732266850264337,0,4.4732422355088346,2,4
bestest_hydronic_heat_pump,zone_bias_positive,tuned_rule_based,deterministic_wm,operational_score,12,0.0097328106803716667,0.017855303563134455,3.3308772374779583e-09,0.039892558884806466,2,1
bestest_hydronic_heat_pump,zone_bias_positive,tuned_rule_based,deterministic_wm,cost_tot,12,0,0.0032101607299874942,-7.2051507508233414e-05,0.0088096464541084947,3,4
bestest_hydronic_heat_pump,zone_bias_positive,tuned_rule_based,deterministic_wm,tdis_tot,12,0.070249637754867145,0.58024441180211717,0,2.926053719928059,2,2
